Mod:Item:MetaData, Localized Name
treasure2:skull_sword, 颅骨剑
treasure2:eye_patch, 眼罩
treasure2:wither_stick_item, 凋灵树枝
treasure2:wither_root_item, 凋灵树根
treasure2:spanish_moss, 寄生藤
treasure2:treasure_tool, 寻宝工具
treasure2:painting_blocks_bricks, o2xygeno的砖头画作
treasure2:painting_blocks_cobblestone, o2xygeno的圆石画作
treasure2:painting_blocks_dirt, o2xygeno的泥土画作
treasure2:painting_blocks_lava, o2xygeno的熔岩画作
treasure2:painting_blocks_sand, o2xygeno的沙子画作
treasure2:painting_blocks_water, o2xygeno的水画作
treasure2:painting_blocks_wood, o2xygeno的原木画作
treasure2:amethyst, 紫水晶
treasure2:onyx, 缟玛瑙
treasure2:sapphire, 蓝宝石
treasure2:ruby, 红宝石
treasure2:charm_book, Charm Book
treasure2:mana_runestone, Runestone of Mana
treasure2:greater_mana_runestone, Runestone of Greater Mana
treasure2:durability_runestone, Runestone of Durability
treasure2:quality_runestone, Runestone of Quality
treasure2:equip_mana_runestone, Runestone of Equipment Mana
treasure2:anvil_runestone, Runestone of the Anvil
treasure2:angels_runestone, Angel Blessed Artifact
treasure2:persistence_runestone, Runestone of Persistence
treasure2:sockets_runestone, Runestone of Capacity
treasure2:double_charge_runestone, Runestone of Double Charge
treasure2:skeleton, Skeleton
treasure2:copper_charm, Copper Charm
treasure2:silver_charm, Silver Charm
treasure2:gold_charm, Gold Charm
treasure2:amethyst_charm, Amethyst Charm
treasure2:onyx_charm, Onyx Charm
treasure2:diamond_charm, Diamond Charm
treasure2:emerald_charm, Emerald Charm
treasure2:ruby_charm, Ruby Charm
treasure2:sapphire_charm, Sapphire Charm
treasure2:legendary_charm, Legendary Charm
treasure2:mythical_charm, Mythical Charm
treasure2:iron_bracelet, Iron Bracelet
treasure2:copper_bracelet, Copper Bracelet
treasure2:silver_bracelet, Silver Bracelet
treasure2:gold_bracelet, 金手镯
treasure2:iron_necklace, Iron Necklace
treasure2:copper_necklace, Copper Necklace
treasure2:silver_necklace, 银项链
treasure2:gold_necklace, 金项链
treasure2:iron_ring, Iron Ring
treasure2:copper_ring, Copper Ring
treasure2:silver_ring, 银戒指
treasure2:gold_ring, 金戒指
treasure2:diamond_iron_bracelet, Iron Diamond Bracelet
treasure2:emerald_iron_bracelet, Iron Emerald Bracelet
treasure2:amethyst_iron_bracelet, Iron Amethyst Bracelet
treasure2:onyx_iron_bracelet, Iron Onyx Bracelet
treasure2:ruby_iron_bracelet, Iron Ruby Bracelet
treasure2:sapphire_iron_bracelet, Iron Sapphire Bracelet
treasure2:white_pearl_iron_bracelet, Iron White Pearl Bracelet
treasure2:black_pearl_iron_bracelet, Iron Black Pearl Bracelet
treasure2:diamond_copper_bracelet, Copper Diamond Bracelet
treasure2:emerald_copper_bracelet, Copper Emerald Bracelet
treasure2:amethyst_copper_bracelet, Copper Amethyst Bracelet
treasure2:onyx_copper_bracelet, Copper Onyx Bracelet
treasure2:ruby_copper_bracelet, Copper Ruby Bracelet
treasure2:sapphire_copper_bracelet, Copper Sapphire Bracelet
treasure2:white_pearl_copper_bracelet, Copper White Pearl Bracelet
treasure2:black_pearl_copper_bracelet, Copper Black Pearl Bracelet
treasure2:diamond_silver_bracelet, Silver Diamond Bracelet
treasure2:emerald_silver_bracelet, Silver Emerald Bracelet
treasure2:amethyst_silver_bracelet, Silver Amethyst Bracelet
treasure2:onyx_silver_bracelet, Silver Onyx Bracelet
treasure2:ruby_silver_bracelet, Silver Ruby Bracelet
treasure2:sapphire_silver_bracelet, Silver Sapphire Bracelet
treasure2:white_pearl_silver_bracelet, Silver White Pearl Bracelet
treasure2:black_pearl_silver_bracelet, Silver Black Pearl Bracelet
treasure2:diamond_gold_bracelet, Gold Diamond Bracelet
treasure2:emerald_gold_bracelet, Gold Emerald Bracelet
treasure2:amethyst_gold_bracelet, Gold Amethyst Bracelet
treasure2:onyx_gold_bracelet, Gold Onyx Bracelet
treasure2:ruby_gold_bracelet, Gold Ruby Bracelet
treasure2:sapphire_gold_bracelet, Gold Sapphire Bracelet
treasure2:white_pearl_gold_bracelet, Gold White Pearl Bracelet
treasure2:black_pearl_gold_bracelet, Gold Black Pearl Bracelet
treasure2:diamond_iron_necklace, Iron Diamond Necklace
treasure2:emerald_iron_necklace, Iron Emerald Necklace
treasure2:amethyst_iron_necklace, Iron Amethyst Necklace
treasure2:onyx_iron_necklace, Iron Onyx Necklace
treasure2:ruby_iron_necklace, Iron Ruby Necklace
treasure2:sapphire_iron_necklace, Iron Sapphire Necklace
treasure2:white_pearl_iron_necklace, Iron White Pearl Necklace
treasure2:black_pearl_iron_necklace, Iron Black Pearl Necklace
treasure2:diamond_copper_necklace, Copper Diamond Necklace
treasure2:emerald_copper_necklace, Copper Emerald Necklace
treasure2:amethyst_copper_necklace, Copper Amethyst Necklace
treasure2:onyx_copper_necklace, Copper Onyx Necklace
treasure2:ruby_copper_necklace, Copper Ruby Necklace
treasure2:sapphire_copper_necklace, Copper Sapphire Necklace
treasure2:white_pearl_copper_necklace, Copper White Pearl Necklace
treasure2:black_pearl_copper_necklace, Copper Black Pearl Necklace
treasure2:diamond_silver_necklace, Silver Diamond Necklace
treasure2:emerald_silver_necklace, Silver Emerald Necklace
treasure2:amethyst_silver_necklace, Silver Amethyst Necklace
treasure2:onyx_silver_necklace, Silver Onyx Necklace
treasure2:ruby_silver_necklace, Silver Ruby Necklace
treasure2:sapphire_silver_necklace, Silver Sapphire Necklace
treasure2:white_pearl_silver_necklace, Silver White Pearl Necklace
treasure2:black_pearl_silver_necklace, Silver Black Pearl Necklace
treasure2:diamond_gold_necklace, Gold Diamond Necklace
treasure2:emerald_gold_necklace, Gold Emerald Necklace
treasure2:amethyst_gold_necklace, Gold Amethyst Necklace
treasure2:onyx_gold_necklace, Gold Onyx Necklace
treasure2:ruby_gold_necklace, Gold Ruby Necklace
treasure2:sapphire_gold_necklace, Gold Sapphire Necklace
treasure2:white_pearl_gold_necklace, Gold White Pearl Necklace
treasure2:black_pearl_gold_necklace, Gold Black Pearl Necklace
treasure2:diamond_iron_ring, Iron Diamond Ring
treasure2:emerald_iron_ring, Iron Emerald Ring
treasure2:amethyst_iron_ring, Iron Amethyst Ring
treasure2:onyx_iron_ring, Iron Onyx Ring
treasure2:ruby_iron_ring, Iron Ruby Ring
treasure2:sapphire_iron_ring, Iron Sapphire Ring
treasure2:white_pearl_iron_ring, Iron White Pearl Ring
treasure2:black_pearl_iron_ring, Iron Black Pearl Ring
treasure2:diamond_copper_ring, Copper Diamond Ring
treasure2:emerald_copper_ring, Copper Emerald Ring
treasure2:amethyst_copper_ring, Copper Amethyst Ring
treasure2:onyx_copper_ring, Copper Onyx Ring
treasure2:ruby_copper_ring, Copper Ruby Ring
treasure2:sapphire_copper_ring, Copper Sapphire Ring
treasure2:white_pearl_copper_ring, Copper White Pearl Ring
treasure2:black_pearl_copper_ring, Copper Black Pearl Ring
treasure2:diamond_silver_ring, Silver Diamond Ring
treasure2:emerald_silver_ring, Silver Emerald Ring
treasure2:amethyst_silver_ring, 紫水晶戒指
treasure2:onyx_silver_ring, Silver Onyx Ring
treasure2:ruby_silver_ring, Silver Ruby Ring
treasure2:sapphire_silver_ring, Silver Sapphire Ring
treasure2:white_pearl_silver_ring, Silver White Pearl Ring
treasure2:black_pearl_silver_ring, Silver Black Pearl Ring
treasure2:diamond_gold_ring, 钻石戒指
treasure2:emerald_gold_ring, 绿宝石戒指
treasure2:amethyst_gold_ring, Gold Amethyst Ring
treasure2:onyx_gold_ring, 缟玛瑙戒指
treasure2:ruby_gold_ring, 红宝石戒指
treasure2:sapphire_gold_ring, 蓝宝石戒指
treasure2:white_pearl_gold_ring, Gold White Pearl Ring
treasure2:black_pearl_gold_ring, Gold Black Pearl Ring
treasure2:great_iron_bracelet, Great Iron Bracelet
treasure2:great_iron_necklace, Great Iron Necklace
treasure2:great_iron_ring, Great Iron Ring
treasure2:great_copper_bracelet, Great Copper Bracelet
treasure2:great_copper_necklace, Great Copper Necklace
treasure2:great_copper_ring, Great Copper Ring
treasure2:great_silver_bracelet, Great Silver Bracelet
treasure2:great_silver_necklace, Great Silver Necklace
treasure2:great_silver_ring, Great Silver Ring
treasure2:great_gold_bracelet, Great Gold Bracelet
treasure2:great_gold_necklace, Great Gold Necklace
treasure2:great_gold_ring, Great Gold Ring
treasure2:great_blood_bracelet, Great Blood Bracelet
treasure2:great_blood_necklace, Great Blood Necklace
treasure2:great_blood_ring, Great Blood Ring
treasure2:great_black_bracelet, Great Shadow Bracelet
treasure2:great_black_necklace, Great Shadow Necklace
treasure2:great_black_ring, Great Shadow Ring
treasure2:great_diamond_iron_bracelet, Great Iron Diamond Bracelet
treasure2:great_diamond_iron_necklace, Great Iron Diamond Necklace
treasure2:great_diamond_iron_ring, Great Iron Diamond Ring
treasure2:great_emerald_iron_bracelet, Great Iron Emerald Bracelet
treasure2:great_emerald_iron_necklace, Great Iron Emerald Necklace
treasure2:great_emerald_iron_ring, Great Iron Emerald Ring
treasure2:great_amethyst_iron_bracelet, Great Iron Amethyst Bracelet
treasure2:great_amethyst_iron_necklace, Great Iron Amethyst Necklace
treasure2:great_amethyst_iron_ring, Great Amethyst Iron Ring
treasure2:great_onyx_iron_bracelet, Great Iron Onyx Bracelet
treasure2:great_onyx_iron_necklace, Great Iron Onyx Necklace
treasure2:great_onyx_iron_ring, Great Onyx Iron Ring
treasure2:great_ruby_iron_bracelet, Great Iron Ruby Bracelet
treasure2:great_ruby_iron_necklace, Great Iron Ruby Necklace
treasure2:great_ruby_iron_ring, Great Iron Ruby Ring
treasure2:great_sapphire_iron_bracelet, Great Iron Sapphire Bracelet
treasure2:great_sapphire_iron_necklace, Great Iron Sapphire Necklace
treasure2:great_sapphire_iron_ring, Great Iron Sapphire Ring
treasure2:great_white_pearl_iron_bracelet, Great Iron White Pearl Bracelet
treasure2:great_white_pearl_iron_necklace, Great Iron White Pearl Necklace
treasure2:great_white_pearl_iron_ring, Great Iron White Pearl Ring
treasure2:great_black_pearl_iron_bracelet, Great Iron Black Pearl Bracelet
treasure2:great_black_pearl_iron_necklace, Great Iron Black Pearl Necklace
treasure2:great_black_pearl_iron_ring, Great Iron Black Pearl Ring
treasure2:great_diamond_copper_bracelet, Great Copper Diamond Bracelet
treasure2:great_diamond_copper_necklace, Great Copper Diamond Necklace
treasure2:great_diamond_copper_ring, Great Copper Diamond Ring
treasure2:great_emerald_copper_bracelet, Great Copper Emerald Bracelet
treasure2:great_emerald_copper_necklace, Great Copper Emerald Necklace
treasure2:great_emerald_copper_ring, Great Copper Emerald Ring
treasure2:great_amethyst_copper_bracelet, Great Copper Amethyst Bracelet
treasure2:great_amethyst_copper_necklace, Great Copper Amethyst Necklace
treasure2:great_amethyst_copper_ring, Great Copper Amethyst Ring
treasure2:great_onyx_copper_bracelet, Great Copper Onyx Bracelet
treasure2:great_onyx_copper_necklace, Great Copper Onyx Necklace
treasure2:great_onyx_copper_ring, Great Copper Onyx Ring
treasure2:great_ruby_copper_bracelet, Great Copper Ruby Bracelet
treasure2:great_ruby_copper_necklace, Great Copper Ruby Necklace
treasure2:great_ruby_copper_ring, Great Copper Ruby Ring
treasure2:great_sapphire_copper_bracelet, Great Copper Sapphire Bracelet
treasure2:great_sapphire_copper_necklace, Great Copper Sapphire Necklace
treasure2:great_sapphire_copper_ring, Great Copper Sapphire Ring
treasure2:great_white_pearl_copper_bracelet, Great Copper White Pearl Bracelet
treasure2:great_white_pearl_copper_necklace, Great Copper White Pearl Necklace
treasure2:great_white_pearl_copper_ring, Great Copper White Pearl Ring
treasure2:great_black_pearl_copper_bracelet, Great Copper Black Pearl Bracelet
treasure2:great_black_pearl_copper_necklace, Great Copper Black Pearl Necklace
treasure2:great_black_pearl_copper_ring, Great Copper Black Pearl Ring
treasure2:great_diamond_silver_bracelet, Great Silver Diamond Bracelet
treasure2:great_diamond_silver_necklace, Great Silver Diamond Necklace
treasure2:great_diamond_silver_ring, Great Silver Diamond Ring
treasure2:great_emerald_silver_bracelet, Great Silver Emerald Bracelet
treasure2:great_emerald_silver_necklace, Great Silver Emerald Necklace
treasure2:great_emerald_silver_ring, Great Silver Emerald Ring
treasure2:great_amethyst_silver_bracelet, Great Silver Amethyst Bracelet
treasure2:great_amethyst_silver_necklace, Great Silver Amethyst Necklace
treasure2:great_amethyst_silver_ring, Great Silver Amethyst Ring
treasure2:great_onyx_silver_bracelet, Great Silver Onyx Bracelet
treasure2:great_onyx_silver_necklace, Great Silver Onyx Necklace
treasure2:great_onyx_silver_ring, Great Silver Onyx Ring
treasure2:great_ruby_silver_bracelet, Great Silver Ruby Bracelet
treasure2:great_ruby_silver_necklace, Great Silver Ruby Necklace
treasure2:great_ruby_silver_ring, Great Silver Ruby Ring
treasure2:great_sapphire_silver_bracelet, Great Silver Sapphire Bracelet
treasure2:great_sapphire_silver_necklace, Great Silver Sapphire Necklace
treasure2:great_sapphire_silver_ring, Great Silver Sapphire Ring
treasure2:great_white_pearl_silver_bracelet, Great Silver White Pearl Bracelet
treasure2:great_white_pearl_silver_necklace, Great Silver White Pearl Necklace
treasure2:great_white_pearl_silver_ring, Great Silver White Pearl Ring
treasure2:great_black_pearl_silver_bracelet, Great Silver Black Pearl Bracelet
treasure2:great_black_pearl_silver_necklace, Great Silver Black Pearl Necklace
treasure2:great_black_pearl_silver_ring, Great Silver Black Pearl Ring
treasure2:great_diamond_gold_bracelet, Great Gold Diamond Bracelet
treasure2:great_diamond_gold_necklace, Great Gold Diamond Necklace
treasure2:great_diamond_gold_ring, Great Gold Diamond Ring
treasure2:great_emerald_gold_bracelet, Great Gold Emerald Bracelet
treasure2:great_emerald_gold_necklace, Great Gold Emerald Necklace
treasure2:great_emerald_gold_ring, Great Gold Emerald Ring
treasure2:great_amethyst_gold_bracelet, Great Gold Amethyst Bracelet
treasure2:great_amethyst_gold_necklace, Great Gold Amethyst Necklace
treasure2:great_amethyst_gold_ring, Great Amethyst Gold Ring
treasure2:great_onyx_gold_bracelet, Great Gold Onyx Bracelet
treasure2:great_onyx_gold_necklace, Great Gold Onyx Necklace
treasure2:great_onyx_gold_ring, Great Onyx Gold Ring
treasure2:great_ruby_gold_bracelet, Great Gold Ruby Bracelet
treasure2:great_ruby_gold_necklace, Great Gold Ruby Necklace
treasure2:great_ruby_gold_ring, Great Gold Ruby Ring
treasure2:great_sapphire_gold_bracelet, Great Gold Sapphire Bracelet
treasure2:great_sapphire_gold_necklace, Great Gold Sapphire Necklace
treasure2:great_sapphire_gold_ring, Great Gold Sapphire Ring
treasure2:great_white_pearl_gold_bracelet, Great Gold White Pearl Bracelet
treasure2:great_white_pearl_gold_necklace, Great Gold White Pearl Necklace
treasure2:great_white_pearl_gold_ring, Great Gold White Pearl Ring
treasure2:great_black_pearl_gold_bracelet, Great Gold Black Pearl Bracelet
treasure2:great_black_pearl_gold_necklace, Great Gold Black Pearl Necklace
treasure2:great_black_pearl_gold_ring, Great Gold Black Pearl Ring
treasure2:great_diamond_blood_bracelet, Great Blood Diamond Bracelet
treasure2:great_diamond_blood_necklace, Great Blood Diamond Necklace
treasure2:great_diamond_blood_ring, Great Blood Diamond Ring
treasure2:great_emerald_blood_bracelet, Great Blood Emerald Bracelet
treasure2:great_emerald_blood_necklace, Great Blood Emerald Necklace
treasure2:great_emerald_blood_ring, Great Blood Emerald Ring
treasure2:great_amethyst_blood_bracelet, Great Blood Amethyst Bracelet
treasure2:great_amethyst_blood_necklace, Great Blood Amethyst Necklace
treasure2:great_amethyst_blood_ring, Great Blood Amethyst Ring
treasure2:great_onyx_blood_bracelet, Great Blood Onyx Bracelet
treasure2:great_onyx_blood_necklace, Great Blood Onyx Necklace
treasure2:great_onyx_blood_ring, Great Blood Onyx Ring
treasure2:great_ruby_blood_bracelet, Great Blood Ruby Bracelet
treasure2:great_ruby_blood_necklace, Great Blood Ruby Necklace
treasure2:great_ruby_blood_ring, Great Blood Ruby Ring
treasure2:great_sapphire_blood_bracelet, Great Blood Sapphire Bracelet
treasure2:great_sapphire_blood_necklace, Great Blood Sapphire Necklace
treasure2:great_sapphire_blood_ring, Great Blood Sapphire Ring
treasure2:great_white_pearl_blood_bracelet, Great Blood White Pearl Bracelet
treasure2:great_white_pearl_blood_necklace, Great Blood White Pearl Necklace
treasure2:great_white_pearl_blood_ring, Great Blood White Pearl Ring
treasure2:great_black_pearl_blood_bracelet, Great Blood Black Pearl Bracelet
treasure2:great_black_pearl_blood_necklace, Great Blood Black Pearl Necklace
treasure2:great_black_pearl_blood_ring, Great Blood Black Pearl Ring
treasure2:great_diamond_black_bracelet, Great Shadow Diamond Bracelet
treasure2:great_diamond_black_necklace, Great Shadow Diamond Necklace
treasure2:great_diamond_black_ring, Great Shadow Diamond Ring
treasure2:great_emerald_black_bracelet, Great Shadow Emerald Bracelet
treasure2:great_emerald_black_necklace, Great Shadow Emerald Necklace
treasure2:great_emerald_black_ring, Great Shadow Emerald Ring
treasure2:great_amethyst_black_bracelet, Great Shadow Amethyst Bracelet
treasure2:great_amethyst_black_necklace, Great Shadow Amethyst Necklace
treasure2:great_amethyst_black_ring, Great Shadow Amethyst Ring
treasure2:great_onyx_black_bracelet, Great Shadow Onyx Bracelet
treasure2:great_onyx_black_necklace, Great Shadow Onyx Necklace
treasure2:great_onyx_black_ring, Great Shadow Onyx Ring
treasure2:great_ruby_black_bracelet, Great Shadow Ruby Bracelet
treasure2:great_ruby_black_necklace, Great Shadow Ruby Necklace
treasure2:great_ruby_black_ring, Great Shadow Ruby Ring
treasure2:great_sapphire_black_bracelet, Great Shadow Sapphire Bracelet
treasure2:great_sapphire_black_necklace, Great Shadow Sapphire Necklace
treasure2:great_sapphire_black_ring, Great Shadow Sapphire Ring
treasure2:great_white_pearl_black_bracelet, Great Shadow White Pearl Bracelet
treasure2:great_white_pearl_black_necklace, Great Shadow White Pearl Necklace
treasure2:great_white_pearl_black_ring, Great Shadow White Pearl Ring
treasure2:great_black_pearl_black_bracelet, Great Shadow Black Pearl Bracelet
treasure2:great_black_pearl_black_necklace, Great Shadow Black Pearl Necklace
treasure2:great_black_pearl_black_ring, Great Shadow Black Pearl Ring
treasure2:pocket_watch, 怀表
treasure2:wood_chest, 木箱
treasure2:crate_chest, 板条箱
treasure2:crate_chest_moldy, 老旧的板条箱
treasure2:ironbound_chest, 铁条加固箱
treasure2:pirate_chest, 海盗宝箱
treasure2:iron_strongbox, 铁制保险箱
treasure2:gold_strongbox, 金制保险箱
treasure2:safe, 保险箱
treasure2:dread_pirate_chest, 可怖海盗宝箱
treasure2:compressor_chest, 紧凑型箱子
treasure2:wither_chest, 凋灵箱子
treasure2:skull_chest, 骷髅头箱子
treasure2:gold_skull_chest, 黄金骷髅头箱子
treasure2:crystal_skull_chest, 水晶骷髅头箱子
treasure2:cauldron_chest, 坩埚箱子
treasure2:spider_chest, 蜘蛛箱子
treasure2:viking_chest, 维京箱子
treasure2:cardboard_box, 纸板箱
treasure2:milk_crate, 牛奶储装箱
treasure2:wood_mimic, 木头宝箱怪
treasure2:pirate_mimic, 海盗宝箱怪
treasure2:gravestone1_stone, 石制墓碑
treasure2:gravestone1_cobblestone, 圆石墓碑
treasure2:gravestone1_mossy_cobblestone, 苔石墓碑
treasure2:gravestone1_polished_granite, 花岗岩墓碑
treasure2:gravestone1_polished_andesite, 安山岩墓碑
treasure2:gravestone1_polished_diorite, 闪长岩墓碑
treasure2:gravestone1_obsidian, 黑曜石墓碑
treasure2:gravestone2_stone, 石制墓碑
treasure2:gravestone2_cobblestone, 圆石墓碑
treasure2:gravestone2_mossy_cobblestone, 苔石墓碑
treasure2:gravestone2_polished_granite, 花岗岩墓碑
treasure2:gravestone2_polished_andesite, 安山岩墓碑
treasure2:gravestone2_polished_diorite, 闪长岩墓碑
treasure2:gravestone2_obsidian, 黑曜石墓碑
treasure2:gravestone3_stone, 石头墓碑
treasure2:gravestone3_cobblestone, 圆石墓碑
treasure2:gravestone3_mossy_cobblestone, 苔石墓碑
treasure2:gravestone3_polished_granite, 花岗岩墓碑
treasure2:gravestone3_polished_andesite, 安山岩墓碑
treasure2:gravestone3_polished_diorite, 闪长岩墓碑
treasure2:gravestone3_obsidian, 黑曜石墓碑
treasure2:gravestone1_spawner_stone, 石头墓碑
treasure2:gravestone2_spawner_cobblestone, 圆石墓碑
treasure2:gravestone3_spawner_obsidian, 黑曜石墓碑
treasure2:skull_and_crossbones, 骷髅头
treasure2:wishing_well_block, 许愿井铸石
treasure2:desert_wishing_well_block, 沙漠许愿井铸石
treasure2:wither_log, 凋灵木
treasure2:wither_broken_log, 缺损的凋灵木
treasure2:wither_log_soul, 凋灵木之魂
treasure2:wither_planks, 凋灵木板
treasure2:amethyst_ore, 紫水晶矿石
treasure2:onyx_ore, 缟玛瑙矿石
treasure2:sapphire_ore, 蓝宝石矿石
treasure2:ruby_ore, 红宝石矿石
treasure2:proximity_spawner, tile.treasure2:proximity_spawner.name
treasure2:falling_grass, 草方块
treasure2:falling_sand, 沙块
treasure2:falling_red_sand, 红沙块
treasure2:blackstone, 黑石
treasure2:jeweler_bench, Jeweler's Bench
treasure2:charming_table, Charming Table
waystones:waystone, 指路石
waystones:return_scroll, 回程卷轴
waystones:bound_scroll, 绑定卷轴
waystones:warp_scroll, 传送卷轴
waystones:warp_stone, 传送石
xlfoodmod:rock_salt, 岩盐
xlfoodmod:grass, 草
xlfoodmod:vanilla_flower, 香草
xlfoodmod:rice_plant, 水稻
xlfoodmod:pepper_plant, 胡椒植株
xlfoodmod:corn_plant, 玉米植株
xlfoodmod:cucumber_plant, 黄瓜植株
xlfoodmod:lettuce_plant, 生菜植株
xlfoodmod:onion_plant, 洋葱植株
xlfoodmod:tomato_plant, 番茄植株
xlfoodmod:strawberry_plant, 草莓植株
xlfoodmod:chocolate_cake, 巧克力蛋糕
xlfoodmod:oreo_cake, 奥利奥蛋糕
xlfoodmod:cheese_cake, 芝士蛋糕
xlfoodmod:nether_cake, 下界蛋糕
xlfoodmod:strawberry_cake, 草莓蛋糕
xlfoodmod:pumpkin_cake, 南瓜蛋糕
xlfoodmod:pizza, 披萨
xlfoodmod:rice_seeds, 水稻种子
xlfoodmod:rice, 稻米
xlfoodmod:butter_rice, 黄油饭
xlfoodmod:fried_rice, 炒饭
xlfoodmod:pepper_seeds, 胡椒籽
xlfoodmod:pepper, 胡椒
xlfoodmod:corn_seeds, 玉米种子
xlfoodmod:raw_corn, 生玉米
xlfoodmod:corn, 玉米
xlfoodmod:cucumber_seeds, 黄瓜种子
xlfoodmod:cucumber, 黄瓜
xlfoodmod:lettuce_seeds, 生菜种子
xlfoodmod:lettuce, 生菜
xlfoodmod:onion, 洋葱
xlfoodmod:tomato_seeds, 番茄种子
xlfoodmod:tomato, 番茄
xlfoodmod:strawberry_seeds, 草莓种子
xlfoodmod:strawberry, 草莓
xlfoodmod:salt, 岩盐
xlfoodmod:dough, 面团
xlfoodmod:cooked_dough, 炸面团
xlfoodmod:crouton, 油炸面包丁
xlfoodmod:butter, 黄油
xlfoodmod:cheese, 奶酪
xlfoodmod:cheese_puff, 芝士泡芙
xlfoodmod:chips, 薯片
xlfoodmod:salty_chips, 咸薯片
xlfoodmod:spicy_chips, 香辣薯片
xlfoodmod:onion_rings, 洋葱圈
xlfoodmod:cheesy_bread, 奶酪面包
xlfoodmod:potato_bread, 马铃薯面包
xlfoodmod:corn_bread, 玉米面包
xlfoodmod:rice_bread, 大米面包
xlfoodmod:baguette, 法棍面包
xlfoodmod:fried_egg, 煎鸡蛋
xlfoodmod:pancake, 松饼
xlfoodmod:waffle, 华夫饼
xlfoodmod:macaroni_and_cheese, 奶酪通心粉
xlfoodmod:spaghetti, 意大利面
xlfoodmod:enchilada, 香辣玉米卷饼
xlfoodmod:lasagne, 千层面
xlfoodmod:jambon_beurre, 黄油火腿
xlfoodmod:flesh, 肉
xlfoodmod:ham, 火腿
xlfoodmod:sausage, 香肠
xlfoodmod:bacon, 培根
xlfoodmod:beef_jerky, 牛肉干
xlfoodmod:ground_beef, 牛肉馅
xlfoodmod:raw_chicken_wing, 生鸡翅
xlfoodmod:cooked_chicken_wing, 熟鸡翅
xlfoodmod:spicy_chicken_wing, 香辣鸡翅
xlfoodmod:bucket_of_fried_chicken, 炸鸡桶
xlfoodmod:top_bun, 顶部的面包
xlfoodmod:bottom_bun, 底部的面包
xlfoodmod:hamburger, 牛肉汉堡
xlfoodmod:chickenburger, 鸡肉汉堡
xlfoodmod:cheeseburger, 芝士汉堡
xlfoodmod:hot_dog, 热狗
xlfoodmod:sausage_roll, 香肠卷
xlfoodmod:slice_of_pizza, 披萨切片
xlfoodmod:tortilla, 玉米饼
xlfoodmod:taco, 塔可
xlfoodmod:burrito, 墨西哥卷饼
xlfoodmod:kebab, 牛肉卷饼
xlfoodmod:chicken_sandwich, 鸡肉三明治
xlfoodmod:blt_sandwich, 英式传统三明治
xlfoodmod:breakfast_sandwich, 早餐三明治
xlfoodmod:grilled_cheese_sandwich, 烤奶酪三明治
xlfoodmod:icecream_sandwich, 冰淇淋三明治
xlfoodmod:bowl, 碗
xlfoodmod:garden_salad, 田园沙拉
xlfoodmod:chicken_salad, 鸡肉沙拉
xlfoodmod:caesar_salad, 凯撒沙拉
xlfoodmod:onion_salad, 洋葱沙拉
xlfoodmod:taco_salad, 玉米饼沙拉
xlfoodmod:cucumber_soup, 黄瓜汤
xlfoodmod:tomato_soup, 番茄汤
xlfoodmod:vegetable_soup, 蔬菜汤
xlfoodmod:chicken_soup, 鸡汤
xlfoodmod:beef_stew, 炖牛肉
xlfoodmod:pumpkin_stew, 南瓜盅
xlfoodmod:caramel_apple, 焦糖苹果
xlfoodmod:marshmallow, 棉花糖
xlfoodmod:roasted_marshmallow, 烤棉花糖
xlfoodmod:oreo_cookie, 奥利奥饼干
xlfoodmod:twinkie, 夹心面包
xlfoodmod:brownie, 布朗尼巧克力
xlfoodmod:bourbon_biscuit, 巧克力夹心饼干
xlfoodmod:chocolate, 巧克力
xlfoodmod:chocolate_icecream_ball, 巧克力冰淇淋球
xlfoodmod:vanilla_icecream_ball, 香草冰淇淋球
xlfoodmod:strawberry_icecream_ball, 草莓冰淇淋球
xlfoodmod:icecream_cone, 冰淇淋蛋卷
xlfoodmod:chocolate_icecream, 巧克力冰淇淋
xlfoodmod:vanilla_icecream, 香草冰淇淋
xlfoodmod:strawberry_icecream, 草莓冰淇淋
xlfoodmod:crescent_roll, 牛角面包
xlfoodmod:donut, 甜甜圈
xlfoodmod:sugar_donut, 糖霜甜甜圈
xlfoodmod:chocolate_donut, 巧克力甜甜圈
xlfoodmod:vanilla_donut, 香草甜甜圈
xlfoodmod:paper_cup, 纸杯
xlfoodmod:vanilla_cupcake, 香草纸杯蛋糕
xlfoodmod:chocolate_cupcake, 巧克力纸杯蛋糕
xlfoodmod:oreo_cupcake, 奥利奥纸杯蛋糕
xlfoodmod:strawberry_cupcake, 草莓纸杯蛋糕
xlfoodmod:pie_shell, 馅饼皮
xlfoodmod:apple_pie, 苹果派
xlfoodmod:golden_apple_pie, 金苹果派
xlfoodmod:cheese_pie, 芝士派
xlfoodmod:chicken_pot_pie, 鸡肉派
xlfoodmod:chocolate_pie, 巧克力派
xlfoodmod:bacon_pie, 培根派
xlfoodmod:fish_pie, 鱼派
xlfoodmod:strawberry_pie, 草莓派
xlfoodmod:tomato_sauce, 番茄酱
xlfoodmod:hot_sauce, 辣酱
xlfoodmod:chocolate_syrup, 巧克力酱
xlfoodmod:vanilla_extract, 香草精
xlfoodmod:vanilla_cream, 香草奶油
xlfoodmod:empty_can, 空罐
xlfoodmod:speedy_energy_drink, 极速能量饮料
xlfoodmod:healthy_energy_drink, 健康能量饮料
